#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321AA1BBA
#Date Time: 2021-10-18 10:16:51.023
#Sample rate: 4e+06Hz
#Samples: 32768
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 50 mV/div Offset: 225 mV Attenuation: 1 X Zero: 1.70421843 V

Time (s),Channel 1 (V)
-0.00405875,-0.1646947566357531
-0.0040585,-0.2566250149746518
-0.00405825,-0.1966851395742355
-0.004058,-0.207124106638372
-0.00405775,-0.224971372909293
-0.0040575,-0.2128487014800172
-0.00405725,-0.1939912125899423
-0.004057,-0.2535943471174309
-0.00405675,-0.1727765375887608
-0.0040565,-0.2431553800532946
-0.00405625,-0.2098180336226654
-0.004056,-0.1946646943361015
-0.00405575,-0.2418084165610621
-0.0040555,-0.1973586213203089
-0.00405525,-0.2148691467182151
-0.004055,-0.2340633764812134
-0.00405475,-0.1838889863988427
-0.0040545,-0.2374307852116713
-0.00405425,-0.2094812927496114
