0.0000000000000000e+00,-2.3608382046222687e-01
2.4999999936881068e-07,-1.9466468691825867e-01
4.9999999873762135e-07,-2.1385891735553741e-01
7.5000002652814146e-07,-2.4079819023609161e-01
9.9999999747524271e-07,-1.6503149271011353e-01
1.2499999684223440e-06,-2.7514576911926270e-01
1.5000000530562829e-06,-1.6166408360004425e-01
1.7500000240033842e-06,-2.4652278423309326e-01
1.9999999949504854e-06,-1.9937907159328461e-01
2.2500000795844244e-06,-2.2059373557567596e-01
2.4999999368446879e-06,-1.9904232025146484e-01
2.7500000214786269e-06,-2.5191065669059753e-01
3.0000001061125658e-06,-1.5795993804931641e-01
3.2499999633728294e-06,-2.7581924200057983e-01
3.5000000480067683e-06,-1.6301105916500092e-01
3.7499999052670319e-06,-2.4382886290550232e-01
3.9999999899009708e-06,-2.1486914157867432e-01
4.2500000745349098e-06,-1.9735862314701080e-01
4.5000001591688488e-06,-2.3069596290588379e-01
4.7499997890554368e-06,-2.1150173246860504e-01
4.9999998736893758e-06,-1.9836884737014771e-01
5.2499999583233148e-06,-2.3945122957229614e-01
5.5000000429572538e-06,-2.1655285358428955e-01
5.7500001275911927e-06,-1.6940912604331970e-01
6.0000002122251317e-06,-2.7043139934539795e-01
6.2499998421117198e-06,-1.7850112915039062e-01
6.4999999267456587e-06,-2.3237967491149902e-01
6.7500000113795977e-06,-2.0577713847160339e-01
7.0000000960135367e-06,-2.2059373557567596e-01
7.2500001806474756e-06,-1.9264425337314606e-01
7.4999998105340637e-06,-2.6403331756591797e-01
7.7499998951680027e-06,-1.4617401361465454e-01
7.9999999798019417e-06,-2.8255406022071838e-01
8.2500000644358806e-06,-1.5998038649559021e-01
8.5000001490698196e-06,-2.3911449313163757e-01
8.7500002337037586e-06,-2.1486914157867432e-01
9.0000003183376975e-06,-2.0678736269474030e-01
9.2500004029716365e-06,-2.1587936580181122e-01
9.4999995781108737e-06,-2.2699181735515594e-01
9.7499996627448127e-06,-1.7749090492725372e-01
9.9999997473787516e-06,-2.5662502646446228e-01
1.0249999832012691e-05,-1.9702188670635223e-01
1.0499999916646630e-05,-2.1520589292049408e-01
1.0750000001280569e-05,-2.1251195669174194e-01
1.1000000085914508e-05,-1.9601166248321533e-01
1.1250000170548446e-05,-2.6403331756591797e-01
1.1500000255182385e-05,-1.5358230471611023e-01
1.1750000339816324e-05,-2.7076813578605652e-01
1.2000000424450263e-05,-1.7311327159404755e-01
1.2249999599589501e-05,-2.3136945068836212e-01
